TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
362,202,K02,201,4,1/10/2025 16:39,2,2,TNG,6.8,2008205679,6.80,110.40,,,,,
250,202,K06,204,2,1/10/2025 16:39,1,1,RFID,9.9,E2806F122000F1024132DF66,9.90,236.08,3,VDM9018,,,
278,202,M03,,2,1/10/2025 16:39,1,,ENTRY,,E20034120136200000251D69,,,3,VHH1168,,,
404,202,M02,,2,1/10/2025 16:39,1,,ENTRY,,4110465551,,,,,,,
342,202,K04,201,2,1/10/2025 16:39,1,1,TNG,4.5,1840505551,4.50,12.23,,,,,
251,202,K06,201,2,1/10/2025 16:39,1,1,RFID,4.5,E2801105200072C2C5BE0A55,4.50,75.50,3,JVR8726,,,
252,202,K06,201,2,1/10/2025 16:39,1,1,RFID,4.5,E28011052000788BC8C90A55,4.50,145.65,3,JXA1025,,,
363,202,K02,201,4,1/10/2025 16:39,2,2,ABTC,6.8,2225552111,6.80,10.46,,,,,
279,202,M03,,2,1/10/2025 16:39,1,,ENTRY,,E28011052000764519BB0A56,,,3,QQ8511,,,
364,202,K02,201,4,1/10/2025 16:39,4,0,TNG,2.3,4190772207,2.30,3.68,,,,,
344,202,K04,204,2,1/10/2025 16:39,1,1,TNG,9.9,3169623695,9.90,37.48,,,,,
405,202,M02,,2,1/10/2025 16:39,1,,ENTRY,,4288031215,,,,,,,
345,202,K04,201,2,1/10/2025 16:39,1,1,ABTC,4.5,1081945519,4.50,75.50,,,,,
365,202,K02,201,4,1/10/2025 16:39,1,1,ABTC,4.5,1284790351,4.50,75.50,,,,,
280,202,M03,,2,1/10/2025 16:40,1,,ENTRY,,E2806F122000EF024243FC34,,,3,JXM2129,,,
366,202,K02,201,4,1/10/2025 16:40,3,3,TNG,9,1675493679,9.00,109.58,,,,,
346,202,K04,203,2,1/10/2025 16:40,1,1,TNG,5.6,1824186575,5.60,7.67,,,,,
347,202,K04,201,2,1/10/2025 16:40,1,1,TNG,4.5,1042409935,4.50,8.26,,,,,
281,202,M03,,2,1/10/2025 16:40,1,,ENTRY,,E280110520007112CD9E0A55,,,3,VHQ3248,,,
374,202,M01,,2,1/10/2025 16:40,1,,ENTRY,,2250555727,,,,,,,
348,202,K04,201,2,1/10/2025 16:40,1,1,TNG,4.5,2260396239,4.50,9.37,,,,,
253,202,K06,201,2,1/10/2025 16:40,1,1,RFID,4.5,E2806F1220003C02412D768B,4.50,75.50,3,BQP3417,,,
367,202,K02,201,4,1/10/2025 16:40,2,2,TNG,6.8,1287700815,6.80,89.50,,,,,
349,202,K04,201,2,1/10/2025 16:40,1,1,TNG,4.5,2169805615,4.50,19.75,,,,,
254,202,K06,201,2,1/10/2025 16:40,1,1,RFID,4.5,E2806F122000030241373EA8,4.50,179.55,3,VND2335,,,
350,202,K04,204,2,1/10/2025 16:40,1,1,ABTC,9.9,1346665135,9.90,136.44,,,,,
368,202,K02,201,4,1/10/2025 16:40,2,2,TNG,6.8,1265882319,6.80,79.80,,,,,
351,202,K04,204,2,1/10/2025 16:40,1,1,TNG,9.9,1168536527,9.90,31.65,,,,,
352,202,K04,201,2,1/10/2025 16:41,1,1,TNG,4.5,1645195663,4.50,303.87,,,,,
255,202,K06,204,2,1/10/2025 16:41,1,1,RFID,9.9,E280110520007A5543CC097F,9.90,17.03,3,JSC8091,,,
369,202,K02,203,4,1/10/2025 16:41,3,3,TNG,11.3,1771106511,11.30,16.88,,,,,
353,202,K04,201,2,1/10/2025 16:41,1,1,ABTC,4.5,1857915247,4.50,34.01,,,,,
375,202,M01,,2,1/10/2025 16:41,1,,ENTRY,,1156690127,,,,,,,
256,202,K06,203,2,1/10/2025 16:41,1,1,RFID,5.6,E2801105200076DEE17B0A55,5.60,74.40,3,JUY1165,,,
354,202,K04,201,2,1/10/2025 16:41,1,1,TNG,4.5,1603153871,4.50,104.89,,,,,
282,202,M03,,2,1/10/2025 16:41,1,,ENTRY,,E280110520007855C6BE0A55,,,3,JSE6516,,,
321,202,K05,0,2,1/10/2025 16:41,1,1,TNG,9.9,1178043183,9.90,1.11,,,,,
376,202,M01,,2,1/10/2025 16:41,1,,ENTRY,,1019089487,,,,,,,
370,202,K02,201,4,1/10/2025 16:41,2,2,TNG,6.8,1086916847,6.80,25.79,,,,,
406,202,M02,,2,1/10/2025 16:41,1,,ENTRY,,1098792559,,,,,,,
355,202,K04,204,2,1/10/2025 16:41,1,1,TNG,9.9,1174978671,9.90,9.62,,,,,
322,202,K05,201,2,1/10/2025 16:41,1,1,TNG,4.5,4044115055,4.50,0.83,,,,,
257,202,K06,201,2,1/10/2025 16:41,1,1,RFID,4.5,E2C06A122000C4022CBE6BC7,4.50,144.44,3,SNE916R,,,
371,202,K02,203,4,1/10/2025 16:41,2,2,ABTC,8.5,4134404207,8.50,217.29,,,,,
323,202,K05,204,2,1/10/2025 16:41,1,1,TNG,9.9,1281519887,9.90,67.75,,,,,
407,202,M02,,2,1/10/2025 16:41,1,,ENTRY,,2256160559,,,,,,,
258,202,K06,204,2,1/10/2025 16:41,1,1,RFID,9.9,E2806F1220000102413112A7,9.90,92.75,3,JPL2222,,,
356,202,K04,201,2,1/10/2025 16:41,1,1,TNG,4.5,1126435503,4.50,45.83,,,,,
283,202,M03,,2,1/10/2025 16:41,1,,ENTRY,,E280110520007091C8CD0A55,,,3,JQN7308,,,
284,202,M03,,2,1/10/2025 16:41,1,,ENTRY,,E280110520007313C63D0A55,,,3,JSR1328,,,
377,202,M01,,2,1/10/2025 16:41,,,,0,1700121647,0.00,0.00, , ,7,  to ,
408,202,M02,,2,1/10/2025 16:41,1,,ENTRY,,3049195663,,,,,,,
324,202,K05,201,2,1/10/2025 16:41,1,1,TNG,4.5,1016819887,4.50,66.10,,,,,
285,202,M03,,2,1/10/2025 16:41,1,,ENTRY,,E2806F122000B202412D4ABE,,,3,JPJ3121,,,
378,202,M01,,2,1/10/2025 16:41,1,,ENTRY,,1700121647,,,,,,,
372,202,K02,201,4,1/10/2025 16:42,2,2,TNG,6.8,1133725295,6.80,119.17,,,,,
357,202,K04,204,2,1/10/2025 16:42,1,1,ABTC,9.9,1168571407,9.90,70.10,,,,,
286,202,M03,,2,1/10/2025 16:42,1,,ENTRY,,E280110520007084C5BA0A55,,,3,JSU9996,,,
379,202,M01,,2,1/10/2025 16:42,1,,ENTRY,,1017910223,,,,,,,
358,202,K04,204,2,1/10/2025 16:42,1,1,TNG,9.9,2215858319,9.90,5.76,,,,,
373,202,K02,204,4,1/10/2025 16:42,1,1,TNG,9.9,3239857157,9.90,41.44,,,,,
287,202,M03,,2,1/10/2025 16:42,1,,ENTRY,,E280110520007ADDF6770AD3,,,3,SWF2438,,,
409,202,M02,,2,1/10/2025 16:42,1,,ENTRY,,1617505327,,,,,,,
380,202,M01,,2,1/10/2025 16:42,1,,ENTRY,,1729034991,,,,,,,
288,202,M03,,2,1/10/2025 16:42,1,,ENTRY,,E2806F1220000B023AE28809,,,3,JYE3136,,,
374,202,K02,204,4,1/10/2025 16:42,1,1,ABTC,9.9,1171105935,9.90,70.10,,,,,
325,202,K05,201,2,1/10/2025 16:42,1,1,TNG,4.5,1326269967,4.50,42.49,,,,,
289,202,M03,,2,1/10/2025 16:42,1,,ENTRY,,E2806F122000680241509D43,,,3,WR373,,,
375,202,K02,204,4,1/10/2025 16:42,1,1,TNG,9.9,3239977589,9.90,2.36,,,,,
290,202,M03,,2,1/10/2025 16:42,1,,ENTRY,,E28011052000795CC8CE0A55,,,3,JUU9623,,,
360,202,K04,201,2,1/10/2025 16:42,1,1,ABTC,4.5,1011886863,4.50,1.96,,,,,
376,202,K02,201,4,1/10/2025 16:42,1,1,TNG,4.5,1070468783,4.50,0.34,,,,,
259,202,K06,201,2,1/10/2025 16:42,1,1,RFID,4.5,E2C06A122000A4022CBC074D,4.50,168.80,3,SNK7081X,,,
410,202,M02,,2,1/10/2025 16:42,1,,ENTRY,,3305393333,,,,,,,
361,202,K04,201,2,1/10/2025 16:42,1,1,ABTC,4.5,2236137871,4.50,75.50,,,,,
377,202,K02,201,4,1/10/2025 16:42,2,2,TNG,6.8,1632481935,6.80,11.23,,,,,
291,202,M03,,2,1/10/2025 16:43,1,,ENTRY,,E2806F1220008502424E463E,,,3,JRJ9968,,,
381,202,M01,,2,1/10/2025 16:43,1,,ENTRY,,610421263,,,,,,,
326,202,K05,201,2,1/10/2025 16:43,1,1,TNG,4.5,1133771535,4.50,22.43,,,,,
362,202,K04,203,2,1/10/2025 16:43,1,1,ABTC,5.6,4189247055,5.60,105.65,,,,,
378,202,K02,201,4,1/10/2025 16:43,1,1,TNG,4.5,1133353839,4.50,4.82,,,,,
327,202,K05,204,2,1/10/2025 16:43,1,1,TNG,9.9,4287363151,9.90,1.49,,,,,
379,202,K02,201,4,1/10/2025 16:43,1,1,ABTC,4.5,3996904559,4.50,286.00,,,,,
260,202,K06,201,2,1/10/2025 16:43,1,1,RFID,4.5,E28011052000769BF3CA0ACE,4.50,75.50,3,VLL9714,,,
261,202,K06,201,2,1/10/2025 16:43,1,1,RFID,4.5,E28011052000775D19AA0A56,4.50,33.18,3,JUF3496,,,
401,202,K01,201,4,1/10/2025 16:43,3,3,TNG,9,1045738799,9.00,9.68,,,,,
262,202,K06,201,2,1/10/2025 16:43,1,1,RFID,4.5,E280110520007544E77B0ACC,4.50,91.13,3,VKS9819,,,
382,202,M01,,2,1/10/2025 16:43,1,,ENTRY,,1133781711,,,,,,,
411,202,M02,,2,1/10/2025 16:43,1,,ENTRY,,3035579791,,,,,,,
381,202,K02,201,4,1/10/2025 16:43,1,1,TNG,4.5,1688872655,4.50,7.70,,,,,
292,202,M03,,2,1/10/2025 16:44,1,,ENTRY,,E2806F12200053024133AF73,,,3,JUG8713,,,
328,202,K05,201,2,1/10/2025 16:44,1,1,ABTC,4.5,1865785775,4.50,126.57,,,,,
363,202,K04,203,2,1/10/2025 16:44,1,1,ABTC,5.6,1891347599,5.60,2078.72,,,,,
293,202,M03,,2,1/10/2025 16:44,1,,ENTRY,,E28011052000748D19BD0A56,,,3,JSP2010,,,
382,202,K02,203,4,1/10/2025 16:44,1,1,TNG,5.6,1083610767,5.60,2.35,,,,,
364,202,K04,201,2,1/10/2025 16:44,1,1,TNG,4.5,1020257007,4.50,11.34,,,,,
403,202,K01,201,4,1/10/2025 16:44,1,1,TNG,4.5,3041268911,4.50,7.08,,,,,
383,202,K02,203,4,1/10/2025 16:44,3,3,TNG,11.3,1014253935,11.30,30.80,,,,,
329,202,K05,201,2,1/10/2025 16:44,1,1,ABTC,4.5,1791979983,4.50,75.50,,,,,
404,202,K01,203,4,1/10/2025 16:44,1,1,TNG,5.6,3171134127,5.60,21.83,,,,,
263,202,K06,203,2,1/10/2025 16:44,1,1,RFID,5.6,E2806F1220009702424F3474,5.60,8.26,3,JXS6732,,,
384,202,K02,201,4,1/10/2025 16:44,2,2,TNG,6.8,1709716175,6.80,14.01,,,,,
383,202,M01,,2,1/10/2025 16:44,1,,ENTRY,,4248237871,,,,,,,
385,202,K02,201,4,1/10/2025 16:44,1,1,TNG,4.5,1890712175,4.50,49.98,,,,,
365,202,K04,201,2,1/10/2025 16:44,1,1,ABTC,4.5,4211242799,4.50,0.50,,,,,
405,202,K01,201,4,1/10/2025 16:44,2,2,TNG,6.8,2244190415,6.80,0.45,,,,,
294,202,M03,,2,1/10/2025 16:44,1,,ENTRY,,E28011052000798EC7190A55,,,3,JVJ789,,,
264,202,K06,204,2,1/10/2025 16:44,1,1,RFID,9.9,E28011052000730BCA590A55,9.90,55.22,3,CER5929,,,
412,202,M02,,2,1/10/2025 16:44,1,,ENTRY,,2253975407,,,,,,,
384,202,M01,,2,1/10/2025 16:44,1,,ENTRY,,1712802127,,,,,,,
366,202,K04,201,2,1/10/2025 16:44,1,1,TNG,4.5,1022829423,4.50,3.53,,,,,
295,202,M03,,2,1/10/2025 16:44,1,,ENTRY,,E20034120139010004E290D5,,,3,JKA5355,,,
386,202,K02,203,4,1/10/2025 16:44,3,3,TNG,11.3,1688797839,11.30,10.64,,,,,
265,202,K06,203,2,1/10/2025 16:44,1,1,RFID,5.6,E2806F1220004302424E2195,5.60,144.93,3,JTE9338,,,
330,202,K05,201,2,1/10/2025 16:45,1,1,ABTC,4.5,4041152111,4.50,247.88,,,,,
367,202,K04,,2,1/10/2025 16:45,,,,0,1137844143,0.00,0.00, , ,7,  to ,
266,202,K06,,2,1/10/2025 16:45,,,,0,E2806F1220,0.00,0.00, , ,85,,
387,202,K02,201,4,1/10/2025 16:45,2,2,TNG,6.8,1675221935,6.80,36.58,,,,,
368,202,K04,201,2,1/10/2025 16:45,1,1,ABTC,4.5,1137844143,4.50,75.50,,,,,
385,202,M01,,2,1/10/2025 16:45,1,,ENTRY,,1884323887,,,,,,,
413,202,M02,,2,1/10/2025 16:45,1,,ENTRY,,1808344495,,,,,,,
388,202,K02,203,4,1/10/2025 16:45,2,2,TNG,8.5,1246263343,8.50,74.98,,,,,
388,202,K02,,4,1/10/2025 16:45,,,,0,1246263343,0.00,0.00, , ,53,TngAutorefillEnable,
406,202,K01,203,4,1/10/2025 16:45,1,1,TNG,5.6,3361082229,5.60,7.70,,,,,
389,202,K02,201,4,1/10/2025 16:45,2,2,TNG,6.8,4041315375,6.80,25.43,,,,,
414,202,M02,,2,1/10/2025 16:45,1,,ENTRY,,4239052751,,,,,,,
390,202,K02,201,4,1/10/2025 16:45,2,2,TNG,6.8,1785946799,6.80,70.21,,,,,
331,202,K05,201,2,1/10/2025 16:45,1,1,ABTC,4.5,1765137423,4.50,75.50,,,,,
408,202,K01,201,4,1/10/2025 16:45,1,1,TNG,4.5,4229658863,4.50,15.75,,,,,
391,202,K02,203,4,1/10/2025 16:45,3,3,TNG,11.3,4075842031,11.30,141.99,,,,,
296,202,M03,,2,1/10/2025 16:46,1,,ENTRY,,E2806F122000220242452A49,,,3,JVA5231,,,
417,202,M02,,2,1/10/2025 16:46,1,,ENTRY,,2191139567,,,,,,,
410,202,K01,201,4,1/10/2025 16:46,3,3,TNG,9,1175730095,9.00,16.83,,,,,
392,202,K02,203,4,1/10/2025 16:46,3,3,TNG,11.3,1044883695,11.30,68.60,,,,,
386,202,M01,,2,1/10/2025 16:46,1,,ENTRY,,3345433935,,,,,,,
332,202,K05,201,2,1/10/2025 16:46,1,1,ABTC,4.5,1141448463,4.50,141.42,,,,,
418,202,M02,,2,1/10/2025 16:46,1,,ENTRY,,1613436783,,,,,,,
369,202,K04,204,2,1/10/2025 16:46,1,1,TNG,9.9,1067075599,9.90,83.08,,,,,
411,202,K01,203,4,1/10/2025 16:46,1,1,TNG,5.6,1151360399,5.60,15.32,,,,,
387,202,M01,,2,1/10/2025 16:46,1,,ENTRY,,3084005391,,,,,,,
393,202,K02,203,4,1/10/2025 16:46,3,3,ABTC,11.3,2222010767,11.30,264.19,,,,,
388,202,M01,,2,1/10/2025 16:46,1,,ENTRY,,1891244495,,,,,,,
394,202,K02,201,4,1/10/2025 16:46,1,1,TNG,4.5,1888701007,4.50,14.43,,,,,
267,202,K06,204,2,1/10/2025 16:46,1,1,RFID,9.9,E2806F1220005E02412D6ED5,9.90,5.44,3,JDG353,,,
413,202,K01,201,4,1/10/2025 16:46,1,1,TNG,4.5,2808621615,4.50,48.73,,,,,
419,202,M02,,2,1/10/2025 16:46,1,,ENTRY,,2263412591,,,,,,,
395,202,K02,201,4,1/10/2025 16:46,1,1,TNG,4.5,3224132805,4.50,3.15,,,,,
268,202,K06,201,2,1/10/2025 16:46,1,1,RFID,4.5,E2806F1220004C02423D27C1,4.50,604.24,3,JLY6608,,,
389,202,M01,,2,1/10/2025 16:46,1,,ENTRY,,1340292655,,,,,,,
414,202,K01,201,4,1/10/2025 16:46,2,2,ABTC,6.8,2220423023,6.80,86.73,,,,,
370,202,K04,204,2,1/10/2025 16:46,1,1,TNG,9.9,1813516015,9.90,22.64,,,,,
420,202,M02,,2,1/10/2025 16:46,1,,ENTRY,,4066090671,,,,,,,
333,202,K05,201,2,1/10/2025 16:46,1,1,ABTC,4.5,1018526799,4.50,75.50,,,,,
396,202,K02,201,4,1/10/2025 16:46,3,3,TNG,9,3105650159,9.00,318.02,,,,,
371,202,K04,201,2,1/10/2025 16:47,1,1,ABTC,4.5,1145893391,4.50,3.18,,,,,
397,202,K02,203,4,1/10/2025 16:47,2,2,TNG,8.5,1303380655,8.50,127.80,,,,,
416,202,K01,201,4,1/10/2025 16:47,1,1,TNG,4.5,2082161397,4.50,8.63,,,,,
269,202,K06,201,2,1/10/2025 16:47,1,1,RFID,4.5,E2806F122000D602424E67C4,4.50,923.68,3,XXVIASEAN65,,,
398,202,K02,201,4,1/10/2025 16:47,2,2,TNG,6.8,2207339247,6.80,15.21,,,,,
390,202,M01,,2,1/10/2025 16:47,1,,ENTRY,,3392127253,,,,,,,
372,202,K04,201,2,1/10/2025 16:47,1,1,ABTC,4.5,1123653551,4.50,246.45,,,,,
421,202,M02,,2,1/10/2025 16:47,1,,ENTRY,,3342765359,,,,,,,
417,202,K01,203,4,1/10/2025 16:47,2,2,ABTC,8.5,1170640015,8.50,3.57,,,,,
399,202,K02,203,4,1/10/2025 16:47,1,1,ABTC,5.6,4044305615,5.60,74.40,,,,,
270,202,K06,201,2,1/10/2025 16:47,1,1,RFID,4.5,E2801105200074959D2C0A1C,4.50,33.72,3,JRF7362,,,
422,202,M02,,2,1/10/2025 16:47,1,,ENTRY,,1327610415,,,,,,,
418,202,K01,   ,4,1/10/2025 16:47,1,1,EXM,0,          ,0.00,0.00,,,,,
271,202,K06,201,2,1/10/2025 16:47,1,1,RFID,4.5,E2806F122000BE0242242F35,4.50,75.50,3,VBM9709,,,
423,202,M02,,2,1/10/2025 16:47,1,,ENTRY,,1842879631,,,,,,,
400,202,K02,204,4,1/10/2025 16:47,2,2,TNG,14.9,3090419471,14.90,302.05,,,,,
419,202,K01,201,4,1/10/2025 16:47,2,2,TNG,6.8,1641207183,6.80,72.99,,,,,
391,202,M01,,2,1/10/2025 16:48,1,,ENTRY,,1756911343,,,,,,,
401,202,K02,201,4,1/10/2025 16:48,1,1,ABTC,4.5,1063955823,4.50,126.32,,,,,
272,202,K06,201,2,1/10/2025 16:48,1,1,RFID,4.5,E2801105200073140C0F0A5A,4.50,224.42,3,JJS9678,,,
373,202,K04,201,2,1/10/2025 16:48,1,1,ABTC,4.5,1166242831,4.50,50.22,,,,,
420,202,K01,203,4,1/10/2025 16:48,2,2,TNG,8.5,1316576751,8.50,63.14,,,,,
334,202,K05,201,2,1/10/2025 16:48,1,1,TNG,4.5,1155671439,4.50,230.45,,,,,
297,202,M03,,2,1/10/2025 16:48,1,,ENTRY,,E280110520007A89C5AB0A55,,,3,UTM7151,,,
402,202,K02,204,4,1/10/2025 16:48,1,1,TNG,9.9,4249176687,9.90,21.97,,,,,
335,202,K05,201,2,1/10/2025 16:48,1,1,TNG,4.5,1305260047,4.50,10.69,,,,,
392,202,M01,,2,1/10/2025 16:48,1,,ENTRY,,1150996463,,,,,,,
273,202,K06,201,2,1/10/2025 16:48,1,1,RFID,4.5,E2806F12200080024150B945,4.50,26.79,3,JNU45,,,
424,202,M02,,2,1/10/2025 16:48,1,,ENTRY,,1310289263,,,,,,,
274,202,K06,201,2,1/10/2025 16:48,1,1,RFID,4.5,E2806F12200092024224E9BF,4.50,75.50,3,VFE7880,,,
425,202,M02,,2,1/10/2025 16:48,1,,ENTRY,,1243359087,,,,,,,
275,202,K06,201,2,1/10/2025 16:48,1,1,RFID,4.5,E28011052000734BE2160A55,4.50,18.88,3,SAM7575,,,
393,202,M01,,2,1/10/2025 16:48,1,,ENTRY,,1724709263,,,,,,,
374,202,K04,201,2,1/10/2025 16:48,1,1,TNG,4.5,1787735215,4.50,52.91,,,,,
426,202,M02,,2,1/10/2025 16:48,1,,ENTRY,,1756359791,,,,,,,
421,202,K01,201,4,1/10/2025 16:48,2,2,TNG,6.8,1246409199,6.80,65.40,,,,,
276,202,K06,201,2,1/10/2025 16:48,1,1,RFID,4.5,E2C06A122000D0022CBAC112,4.50,197.38,3,SMV8479E,,,
403,202,K02,201,4,1/10/2025 16:48,1,1,TNG,4.5,4222123535,4.50,10.83,,,,,
277,202,K06,203,2,1/10/2025 16:48,1,1,RFID,5.6,E2806F122000E3024244E884,5.60,20.83,3,JTK5548,,,
375,202,K04,201,2,1/10/2025 16:48,1,1,ABTC,4.5,4186899631,4.50,275.16,,,,,
278,202,K06,201,2,1/10/2025 16:49,1,1,RFID,4.5,E2806F1220001F024120A34A,4.50,82.75,3,JTT1528,,,
298,202,M03,,2,1/10/2025 16:49,1,,ENTRY,,E280110520007583D58309ED,,,3,JGU4659,,,
279,202,K06,201,2,1/10/2025 16:49,1,1,RFID,4.5,E280110520007889E1460A55,4.50,103.22,3,SWD9006,,,
299,202,M03,,2,1/10/2025 16:49,1,,ENTRY,,E280110520007485C6140A55,,,3,RAR9055,,,
423,202,K01,201,4,1/10/2025 16:49,1,1,TNG,4.5,1890137679,4.50,26.58,,,,,
394,202,M01,,2,1/10/2025 16:49,1,,ENTRY,,1225948463,,,,,,,
424,202,K01,201,4,1/10/2025 16:49,2,2,ABTC,6.8,1140118127,6.80,8.17,,,,,
280,202,K06,201,2,1/10/2025 16:49,1,1,RFID,4.5,E280110520007A59CD8B0A55,4.50,596.15,3,JQG1522,,,
376,202,K04,201,2,1/10/2025 16:49,1,1,ABTC,4.5,4092092687,4.50,119.21,,,,,
281,202,K06,201,2,1/10/2025 16:49,1,1,RFID,4.5,E280110520007B0CE7660ACC,4.50,94.61,3,JQX8672,,,
425,202,K01,201,4,1/10/2025 16:49,3,3,TNG,9,1053399599,9.00,46.51,,,,,
282,202,K06,204,2,1/10/2025 16:49,1,1,RFID,9.9,E28011052000788CC6BF0A55,9.90,43.27,3,QAA7222Y,,,
427,202,M02,,2,1/10/2025 16:49,1,,ENTRY,,1143818575,,,,,,,
377,202,K04,201,2,1/10/2025 16:50,1,1,ABTC,4.5,1171173231,4.50,96.41,,,,,
427,202,K01,203,4,1/10/2025 16:50,3,3,TNG,11.3,1274401071,11.30,39.41,,,,,
336,202,K05,201,2,1/10/2025 16:50,1,1,TNG,4.5,1317191983,4.50,26.77,,,,,
283,202,K06,201,2,1/10/2025 16:50,1,1,RFID,4.5,E2C06A1220003502201C730D,4.50,53.88,3,SNX1314X,,,
395,202,M01,,2,1/10/2025 16:50,1,,ENTRY,,1656291375,,,,,,,
378,202,K04,201,2,1/10/2025 16:50,1,1,TNG,4.5,2199788527,4.50,0.12,,,,,
428,202,K01,201,4,1/10/2025 16:50,4,1,ABTC,2.3,4173831823,2.30,6.83,,,,,
300,202,M03,,2,1/10/2025 16:50,1,,ENTRY,,E2806F122000C6023E85297D,,,3,W6922Y,,,
429,202,K01,201,4,1/10/2025 16:50,1,1,TNG,4.5,1626826575,4.50,30.51,,,,,
379,202,K04,201,2,1/10/2025 16:50,1,1,ABTC,4.5,1020621871,4.50,17.60,,,,,
337,202,K05,201,2,1/10/2025 16:50,1,1,TNG,4.5,1761509551,4.50,37.82,,,,,
428,202,M02,,2,1/10/2025 16:50,1,,ENTRY,,1645706319,,,,,,,
301,202,M03,,2,1/10/2025 16:50,1,,ENTRY,,E2806F122000BE0241221342,,,3,JXA1407,,,
429,202,M02,,2,1/10/2025 16:50,1,,ENTRY,,1271161679,,,,,,,
380,202,K04,201,2,1/10/2025 16:50,1,1,TNG,4.5,1276975407,4.50,99.20,,,,,
396,202,M01,,2,1/10/2025 16:50,1,,ENTRY,,4144028431,,,,,,,
405,202,K02,204,4,1/10/2025 16:50,1,1,TNG,9.9,1079857935,9.90,4.17,,,,,
338,202,K05,201,2,1/10/2025 16:50,1,1,ABTC,4.5,1804000431,4.50,75.50,,,,,
430,202,K01,201,4,1/10/2025 16:50,1,1,TNG,4.5,1857291663,4.50,80.81,,,,,
284,202,K06,201,2,1/10/2025 16:50,1,1,RFID,4.5,E28011052000798BE7E60ACC,4.50,86.21,3,JNW4994,,,
381,202,K04,201,2,1/10/2025 16:50,1,1,TNG,4.5,1888964271,4.50,9.87,,,,,
406,202,K02,201,4,1/10/2025 16:50,1,1,TNG,4.5,1888004367,4.50,21.14,,,,,
430,202,M02,,2,1/10/2025 16:50,1,,ENTRY,,1080655279,,,,,,,
285,202,K06,201,2,1/10/2025 16:50,1,1,RFID,4.5,E2806F122000CE02424F5421,4.50,894.92,3,JVJ813,,,
397,202,M01,,2,1/10/2025 16:51,1,,ENTRY,,1105860751,,,,,,,
339,202,K05,201,2,1/10/2025 16:51,1,1,ABTC,4.5,1061075919,4.50,75.50,,,,,
286,202,K06,201,2,1/10/2025 16:51,1,1,RFID,4.5,E280110520007943E9DB0ACC,4.50,925.56,3,JVY313,,,
431,202,M02,,2,1/10/2025 16:51,1,,ENTRY,,1716524591,,,,,,,
302,202,M03,,2,1/10/2025 16:51,1,,ENTRY,,E2003412013603000870169C,,,3,JQW730,,,
431,202,K01,203,4,1/10/2025 16:51,3,3,TNG,11.3,1214399471,11.30,78.35,,,,,
407,202,K02,201,4,1/10/2025 16:51,3,3,TNG,9,1242321167,9.00,316.00,,,,,
432,202,M02,,2,1/10/2025 16:51,1,,ENTRY,,1107145359,,,,,,,
408,202,K02,201,4,1/10/2025 16:51,2,2,TNG,6.8,4284365423,6.80,88.65,,,,,
398,202,M01,,2,1/10/2025 16:51,1,,ENTRY,,1172797775,,,,,,,
432,202,K01,201,4,1/10/2025 16:51,1,1,TNG,4.5,4044830031,4.50,171.67,,,,,
303,202,M03,,2,1/10/2025 16:51,1,,ENTRY,,E2801105200070848CE10A1C,,,3,JSC6781,,,
287,202,K06,201,2,1/10/2025 16:51,1,1,RFID,4.5,E2806F1220005102424FC128,4.50,106.50,3,JMG8575,,,
433,202,K01,203,4,1/10/2025 16:51,3,3,TNG,11.3,1654741391,11.30,310.44,,,,,
304,202,M03,,2,1/10/2025 16:51,1,,ENTRY,,E20034120127FB000D06E441,,,3,UUU221,,,
409,202,K02,201,4,1/10/2025 16:51,1,1,ABTC,4.5,1840840047,4.50,97.21,,,,,
340,202,K05,201,2,1/10/2025 16:51,1,1,TNG,4.5,4133845935,4.50,43.23,,,,,
288,202,K06,201,2,1/10/2025 16:51,1,1,RFID,4.5,E28011052000774DF9950ACE,4.50,87.06,3,JQX5115,,,
399,202,M01,,2,1/10/2025 16:51,1,,ENTRY,,1244690863,,,,,,,
399,202,M01,,2,1/10/2025 16:51,,,,0,1244690863,0.00,0.00, , ,53,TngAutorefillEnable,
433,202,M02,,2,1/10/2025 16:52,1,,ENTRY,,1183086863,,,,,,,
410,202,K02,201,4,1/10/2025 16:52,1,1,TNG,4.5,1175286895,4.50,24.20,,,,,
289,202,K06,201,2,1/10/2025 16:52,1,1,RFID,4.5,E2806F1220007F023E9C25E1,4.50,181.07,3,JWX5025,,,
434,202,M02,,2,1/10/2025 16:52,1,,ENTRY,,1084448207,,,,,,,
290,202,K06,204,2,1/10/2025 16:52,1,1,RFID,9.9,E280110520007B82E0EB0A55,9.90,70.10,3,VKQ610,,,
305,202,M03,,2,1/10/2025 16:52,1,,ENTRY,,E2801105200072CE72A00ADF,,,3,JWN838,,,
341,202,K05,201,2,1/10/2025 16:52,1,1,TNG,4.5,1261958863,4.50,1.37,,,,,
434,202,K01,201,4,1/10/2025 16:52,1,1,TNG,4.5,4262913167,4.50,90.98,,,,,
411,202,K02,203,4,1/10/2025 16:52,3,3,TNG,11.3,1737213167,11.30,207.90,,,,,
435,202,M02,,2,1/10/2025 16:52,1,,ENTRY,,2005967887,,,,,,,
