,,Plaza ID :,,203 - CAHAYA BARU,,,,,Transaction Inquiry,,,,06/10/2025 14:00:35,,,,
351,203,K05,202,2,01/10/2025 20:02:43,1,1,TNG,5.60,,1880054479,,5.60,,45.32,,
423,203,K04,202,2,01/10/2025 20:02:45,1,1,TNG,5.60,,1885080911,,5.60,,21.42,,
647,203,M02,,2,01/10/2025 20:02:45,1,,ENTRY,,,1090987567,,,,,,
73,203,K02,201,5,01/10/2025 20:02:45,1,1,TNG,9.20,,1825875471,,9.20,,10.33,,
583,203,M01,,2,01/10/2025 20:02:56,1,,ENTRY,,,4218476527,,,,,,
648,203,M02,,2,01/10/2025 20:03:09,1,,ENTRY,,,4150791183,,,,,,
678,203,M06,,2,01/10/2025 20:03:26,1,,ENTRY,,,2186087279,,,,,,
584,203,M01,,2,01/10/2025 20:03:27,1,,ENTRY,,,2211447407,,,,,,
148,203,M07,,2,01/10/2025 20:04:13,1,,ENTRY,,3,E280110520007A9B49140AE3,JWS1243,,,,,
649,203,M02,,2,01/10/2025 20:04:18,1,,ENTRY,,,3360955269,,,,,,
318,203,K06,201,2,01/10/2025 20:04:22,1,1,RFID,9.20,3,E2806F122000170242452D3A,JSK3479,9.20,,86.95,,
533,203,M04,,2,01/10/2025 20:04:23,1,,ENTRY,,,1177291983,,,,,,
585,203,M01,,2,01/10/2025 20:04:24,1,,ENTRY,,,1300157391,,,,,,
679,203,M06,,2,01/10/2025 20:04:26,1,,ENTRY,,,1273835439,,,,,,
680,203,M06,,2,01/10/2025 20:04:38,1,,ENTRY,,,1064219119,,,,,,
650,203,M02,,2,01/10/2025 20:04:41,1,,ENTRY,,,1781319887,,,,,,
586,203,M01,,2,01/10/2025 20:04:44,1,,ENTRY,,,1298753711,,,,,,
113,203,K01,202,6,01/10/2025 20:04:48,1,1,TNG,5.60,,1863096335,,5.60,,6.98,,
319,203,K06,204,2,01/10/2025 20:04:55,1,1,RFID,7.20,3,E2806F1220000C024132C0C6,JWQ1643,7.20,,104.04,,
681,203,M06,,2,01/10/2025 20:05:10,1,,ENTRY,,,1644552207,,,,,,
115,203,K01,204,6,01/10/2025 20:05:31,1,1,TNG,7.20,,1227028783,,7.20,,6.72,,
424,203,K04,204,2,01/10/2025 20:05:34,1,1,ABTC,7.20,,1861257007,,7.20,,29.70,,
1,203,K02,,6,01/10/2025 20:05:36,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
320,203,K06,201,2,01/10/2025 20:05:40,1,1,RFID,9.20,3,E2806F1220003B02413389F8,ANE7632,9.20,,"4,035.43",,
116,203,K01,201,6,01/10/2025 20:05:45,3,3,TNG,18.40,,4070794031,,18.40,,96.69,,
321,203,K06,201,2,01/10/2025 20:05:47,1,1,RFID,9.20,3,E28011052000775419090A56,TCD909,9.20,,83.13,,
425,203,K04,204,2,01/10/2025 20:05:48,1,1,TNG,7.20,,3180218159,,7.20,,41.82,,
1,203,K02,201,6,01/10/2025 20:05:55,4,1,TNG,4.60,,1275827183,,4.60,,6.52,,
426,203,K04,204,2,01/10/2025 20:05:57,1,1,TNG,7.20,,1800295279,,7.20,,18.93,,
117,203,K01,204,6,01/10/2025 20:06:01,1,1,TNG,7.20,,1121581679,,7.20,,11.63,,
682,203,M06,,2,01/10/2025 20:06:04,1,,ENTRY,,,1016317647,,,,,,
2,203,K02,201,6,01/10/2025 20:06:05,4,1,TNG,4.60,,1050961999,,4.60,,301.14,,
119,203,K01,203,6,01/10/2025 20:06:34,1,1,TNG,9.20,,1261969103,,9.20,,13.60,,
3,203,K02,201,6,01/10/2025 20:06:36,3,3,TNG,18.40,,1386257871,,18.40,,616.40,,
534,203,M04,,2,01/10/2025 20:06:46,1,,ENTRY,,,3340241647,,,,,,
149,203,M07,,2,01/10/2025 20:06:49,1,,ENTRY,,3,E2806F122000F90241508ED3,JYE631,,,,,
322,203,K06,201,2,01/10/2025 20:06:58,1,1,RFID,9.20,3,E280110520007791C9A30A55,JPS8109,9.20,,75.25,,
352,203,K05,201,2,01/10/2025 20:07:02,1,1,TNG,9.20,,1855340751,,9.20,,237.58,,
683,203,M06,,2,01/10/2025 20:07:11,1,,ENTRY,,,1305452591,,,,,,
587,203,M01,,2,01/10/2025 20:07:17,1,,ENTRY,,,4073785103,,,,,,
4,203,K02,201,6,01/10/2025 20:07:17,3,3,TNG,18.40,,4212377551,,18.40,,115.80,,
651,203,M02,,2,01/10/2025 20:07:19,1,,ENTRY,,,2232542735,,,,,,
684,203,M06,,2,01/10/2025 20:07:28,1,,ENTRY,,,2165268687,,,,,,
535,203,M04,,2,01/10/2025 20:07:30,1,,ENTRY,,,4229401391,,,,,,
353,203,K05,202,2,01/10/2025 20:07:33,1,1,ABTC,5.60,,1819400655,,5.60,,87.88,,
685,203,M06,,2,01/10/2025 20:07:35,1,,ENTRY,,,3215293391,,,,,,
536,203,M04,,2,01/10/2025 20:07:48,1,,ENTRY,,,2170468175,,,,,,
354,203,K05,204,2,01/10/2025 20:07:53,1,1,ABTC,7.20,,1099987311,,7.20,,27.37,,
686,203,M06,,2,01/10/2025 20:08:05,1,,ENTRY,,,1804522767,,,,,,
5,203,K02,204,6,01/10/2025 20:08:24,3,3,TNG,14.40,,2795877807,,14.40,,246.96,,
431,203,K04,204,2,01/10/2025 20:08:24,1,1,ABTC,7.20,,2160190703,,7.20,,310.18,,
323,203,K06,201,2,01/10/2025 20:08:29,1,1,RFID,9.20,3,E280110520007394E77C0ACC,UTM5685,9.20,,150.15,,
121,203,K01,000,6,01/10/2025 20:08:29,1,1,TNG,9.20,,4165020463,,9.20,,97.37,,
432,203,K04,204,2,01/10/2025 20:08:31,1,1,TNG,7.20,,2166532559,,7.20,,50.57,,
355,203,K05,204,2,01/10/2025 20:08:34,1,1,TNG,7.20,,2161423279,,7.20,,9.96,,
356,203,K05,202,2,01/10/2025 20:08:44,1,1,TNG,5.60,,1143968783,,5.60,,20.30,,
6,203,K02,204,6,01/10/2025 20:08:46,1,1,TNG,7.20,,1801250447,,7.20,,52.70,,
435,203,K04,204,2,01/10/2025 20:08:51,1,1,TNG,7.20,,1271690671,,7.20,,12.44,,
122,203,K01,204,6,01/10/2025 20:08:54,1,1,TNG,7.20,,1008658575,,7.20,,3.59,,
357,203,K05,204,2,01/10/2025 20:09:00,1,1,TNG,7.20,,1052396431,,7.20,,22.21,,
436,203,K04,201,2,01/10/2025 20:09:01,1,1,ABTC,9.20,,1172855727,,9.20,,199.84,,
150,203,M07,,2,01/10/2025 20:09:03,1,,ENTRY,,3,E28011052000729319370A56,JUJ5372,,,,,
437,203,K04,204,2,01/10/2025 20:09:11,1,1,ABTC,7.20,,1175913007,,7.20,,301.88,,
124,203,K01,204,6,01/10/2025 20:09:31,1,1,TNG,7.20,,1008103215,,7.20,,7.55,,
151,203,M07,,2,01/10/2025 20:09:46,1,,ENTRY,,3,E2806F1220009C023E9C4091,VMY6833,,,,,
7,203,K02,202,6,01/10/2025 20:09:56,1,1,TNG,5.60,,1618624111,,5.60,,11.02,,
324,203,K06,204,2,01/10/2025 20:10:01,1,1,RFID,7.20,3,E2806F1220004102423DAC17,RAD7361,7.20,,7.25,,
325,203,K06,201,2,01/10/2025 20:10:07,1,1,RFID,9.20,3,E2806F12200032023EB0E872,JMQ1818,9.20,,70.80,,
126,203,K01,204,6,01/10/2025 20:10:10,1,1,TNG,7.20,,1285722031,,7.20,,7.71,,
438,203,K04,201,2,01/10/2025 20:10:10,1,1,TNG,9.20,,1027306127,,9.20,,93.33,,
358,203,K05,202,2,01/10/2025 20:10:10,1,1,TNG,5.60,,1899096847,,5.60,,14.51,,
8,203,K02,201,6,01/10/2025 20:10:14,1,1,TNG,9.20,,3395633573,,9.20,,25.95,,
326,203,K06,201,2,01/10/2025 20:10:17,1,1,RFID,9.20,3,E280110520007AD678D80ADF,JWM5317,9.20,,73.64,,
687,203,M06,,2,01/10/2025 20:10:20,1,,ENTRY,,,3373296901,,,,,,
359,203,K05,201,2,01/10/2025 20:10:30,1,1,TNG,9.20,,1105783663,,9.20,,35.44,,
152,203,M07,,2,01/10/2025 20:10:45,1,,ENTRY,,3,E280110520007481C6350A55,VHX5254,,,,,
688,203,M06,,2,01/10/2025 20:10:48,1,,ENTRY,,,1850171663,,,,,,
537,203,M04,,2,01/10/2025 20:10:50,1,,ENTRY,,,2231861647,,,,,,
327,203,K06,204,2,01/10/2025 20:10:55,1,1,RFID,7.20,3,E2806F122000E70241224EA4,JHJ8609,7.20,,72.80,,
689,203,M06,,2,01/10/2025 20:11:04,1,,ENTRY,,,1813720015,,,,,,
127,203,K01,201,6,01/10/2025 20:11:26,3,3,TNG,18.40,,1120044783,,18.40,,236.88,,
588,203,M01,,2,01/10/2025 20:11:30,1,,ENTRY,,,1052886799,,,,,,
588,203,M01,,2,01/10/2025 20:11:31,,,,0.00, ,1052886799, ,0.00,,0.00,54,TngAutorefillDisable
328,203,K06,204,2,01/10/2025 20:11:36,1,1,RFID,7.20,3,E2806F12200020024121389E,JQC542,7.20,,72.80,,
690,203,M06,,2,01/10/2025 20:11:38,1,,ENTRY,,,2211081551,,,,,,
439,203,K04,201,2,01/10/2025 20:12:02,1,1,ABTC,9.20,,1894280367,,9.20,,70.80,,
360,203,K05,204,2,01/10/2025 20:12:14,1,1,ABTC,7.20,,3299379119,,7.20,,68.47,,
440,203,K04,204,2,01/10/2025 20:12:41,1,1,TNG,7.20,,2251805487,,7.20,,147.64,,
361,203,K05,201,2,01/10/2025 20:12:41,1,1,TNG,9.20,,1621689743,,9.20,,22.81,,
129,203,K01,201,6,01/10/2025 20:12:45,1,1,TNG,9.20,,2251370831,,9.20,,4.30,,
691,203,M06,,2,01/10/2025 20:12:49,1,,ENTRY,,,4046485583,,,,,,
362,203,K05,202,2,01/10/2025 20:12:49,1,1,TNG,5.60,,1325257615,,5.60,,28.03,,
441,203,K04,202,2,01/10/2025 20:12:54,1,1,ABTC,5.60,,1788097103,,5.60,,118.17,,
692,203,M06,,2,01/10/2025 20:13:16,1,,ENTRY,,,1265176975,,,,,,
538,203,M04,,2,01/10/2025 20:13:17,1,,ENTRY,,,1816529327,,,,,,
693,203,M06,,2,01/10/2025 20:13:28,1,,ENTRY,,,1898037071,,,,,,
694,203,M06,,2,01/10/2025 20:13:36,1,,ENTRY,,,2262867695,,,,,,
9,203,K02,201,6,01/10/2025 20:13:38,3,3,TNG,18.40,,4089500655,,18.40,,252.54,,
589,203,M01,,2,01/10/2025 20:13:39,1,,ENTRY,,,1091050703,,,,,,
130,203,K01,202,6,01/10/2025 20:13:45,1,1,TNG,5.60,,3981639375,,5.60,,21.95,,
539,203,M04,,2,01/10/2025 20:13:47,1,,ENTRY,,,3341759151,,,,,,
443,203,K04,202,2,01/10/2025 20:13:49,1,1,TNG,5.60,,2245267023,,5.60,,4.15,,
363,203,K05,204,2,01/10/2025 20:13:50,1,1,TNG,7.20,,4188385071,,7.20,,185.94,,
364,203,K05,204,2,01/10/2025 20:13:57,1,1,TNG,7.20,,1337320367,,7.20,,188.47,,
590,203,M01,,2,01/10/2025 20:14:01,1,,ENTRY,,,1093392047,,,,,,
540,203,M04,,2,01/10/2025 20:14:02,1,,ENTRY,,,1770267503,,,,,,
695,203,M06,,2,01/10/2025 20:14:03,1,,ENTRY,,,1849451151,,,,,,
131,203,K01,204,6,01/10/2025 20:14:06,3,3,TNG,14.40,,3257865487,,14.40,,515.60,,
541,203,M04,,2,01/10/2025 20:14:11,1,,ENTRY,,,1310601647,,,,,,
10,203,K02,201,6,01/10/2025 20:14:17,3,3,TNG,18.40,,1748996335,,18.40,,428.84,,
444,203,K04,202,2,01/10/2025 20:14:54,1,1,TNG,5.60,,1834478479,,5.60,,20.80,,
365,203,K05,201,2,01/10/2025 20:14:54,1,1,TNG,9.20,,1362629007,,9.20,,5.14,,
445,203,K04,204,2,01/10/2025 20:15:06,1,1,ABTC,7.20,,2252394319,,7.20,,148.58,,
132,203,K01,204,6,01/10/2025 20:15:13,1,1,TNG,7.20,,2205293007,,7.20,,8.46,,
366,203,K05,201,2,01/10/2025 20:15:16,1,1,TNG,9.20,,1883174511,,9.20,,16.11,,
591,203,M01,,2,01/10/2025 20:15:28,1,,ENTRY,,,1708588527,,,,,,
329,203,K06,204,2,01/10/2025 20:15:33,1,1,RFID,7.20,3,E280110520007A45E9620ACC,JWR3201,7.20,,112.58,,
696,203,M06,,2,01/10/2025 20:15:45,1,,ENTRY,,,1069387343,,,,,,
11,203,K02,201,6,01/10/2025 20:15:49,1,1,TNG,9.20,,1873120143,,9.20,,8.27,,
446,203,K04,204,2,01/10/2025 20:15:57,1,1,TNG,7.20,,1347763375,,7.20,,17.20,,
133,203,K01,204,6,01/10/2025 20:15:59,1,1,TNG,7.20,,2247178639,,7.20,,34.30,,
592,203,M01,,2,01/10/2025 20:16:03,1,,ENTRY,,,1303231663,,,,,,
134,203,K01,204,6,01/10/2025 20:16:10,1,1,TNG,7.20,,1641293647,,7.20,,15.70,,
12,203,K02,201,6,01/10/2025 20:16:38,3,3,TNG,18.40,,1301222127,,18.40,,348.10,,
135,203,K01,204,6,01/10/2025 20:16:42,1,1,TNG,7.20,,1337325839,,7.20,,14.73,,
367,203,K05,204,2,01/10/2025 20:17:15,1,1,ABTC,7.20,,1057037615,,7.20,,72.80,,
153,203,M07,,2,01/10/2025 20:17:46,1,,ENTRY,,3,E280110520007282C8B60A55,JQE7473,,,,,
652,203,M02,,2,01/10/2025 20:17:52,1,,ENTRY,,,1877735768,,,,,,
698,203,M06,,2,01/10/2025 20:17:54,1,,ENTRY,,,4034637199,,,,,,
653,203,M02,,2,01/10/2025 20:18:08,1,,ENTRY,,,1841689615,,,,,,
14,203,K02,,6,01/10/2025 20:18:11,,,,0.00, ,1884284463, ,0.00,,0.00,07,  to 
15,203,K02,202,6,01/10/2025 20:18:16,1,1,TNG,5.60,,1884284463,,5.60,,5.22,,
368,203,K05,204,2,01/10/2025 20:18:21,1,1,ABTC,7.20,,1028722095,,7.20,,30.18,,
654,203,M02,,2,01/10/2025 20:18:21,1,,ENTRY,,,1325257615,,,,,,
447,203,K04,201,2,01/10/2025 20:18:53,1,1,TNG,9.20,,2167493807,,9.20,,53.28,,
699,203,M06,,2,01/10/2025 20:19:00,1,,ENTRY,,,1788716495,,,,,,
330,203,K06,201,2,01/10/2025 20:19:02,1,1,RFID,9.20,3,E2806F122000A4024130B083,VGU6720,9.20,,267.68,,
331,203,K06,201,2,01/10/2025 20:19:14,1,1,RFID,9.20,3,E2003412012D200000253148,JVM1226,9.20,,70.80,,
542,203,M04,,2,01/10/2025 20:19:29,1,,ENTRY,,,2250235983,,,,,,
448,203,K04,204,2,01/10/2025 20:19:32,1,1,TNG,7.20,,1317018735,,7.20,,4.17,,
332,203,K06,   ,2,01/10/2025 20:19:36,1,1,RFID,9.20,3,E280110520007491FA320ACE,JAC81,9.20,05 - No entry info,70.80,,
332,203,K06,,2,01/10/2025 20:19:37,,,,0.00, ,E280110520, ,0.00,,0.00,22,NoEntryInfo
543,203,M04,,2,01/10/2025 20:19:50,1,,ENTRY,,,1077453583,,,,,,
593,203,M01,,2,01/10/2025 20:20:29,1,,ENTRY,,,3312225807,,,,,,
154,203,M07,,2,01/10/2025 20:20:36,1,,ENTRY,,3,E28011052000738BCCD20A55,JUL8842,,,,,
655,203,M02,,2,01/10/2025 20:20:36,1,,ENTRY,,,1894280367,,,,,,
594,203,M01,,2,01/10/2025 20:20:38,1,,ENTRY,,,1036056303,,,,,,
369,203,K05,204,2,01/10/2025 20:20:45,1,1,TNG,7.20,,3204570447,,7.20,,15.36,,
544,203,M04,,2,01/10/2025 20:20:57,1,,ENTRY,,,1835270639,,,,,,
155,203,M07,,2,01/10/2025 20:21:07,1,,ENTRY,,3,E28011052000789372CF0ADF,MAY2299,,,,,
595,203,M01,,2,01/10/2025 20:21:08,1,,ENTRY,,,2220671471,,,,,,
700,203,M06,,2,01/10/2025 20:21:09,1,,ENTRY,,,1174241647,,,,,,
138,203,K01,204,6,01/10/2025 20:21:15,1,1,TNG,7.20,,3329173717,,7.20,,8.06,,
545,203,M04,,2,01/10/2025 20:21:20,1,,ENTRY,,,2083707941,,,,,,
701,203,M06,,2,01/10/2025 20:21:35,1,,ENTRY,,,1028408047,,,,,,
333,203,K06,201,2,01/10/2025 20:21:41,1,1,RFID,9.20,3,E2806F1220009502424A2EC6,JQY7578,9.20,,143.04,,
449,203,K04,201,2,01/10/2025 20:21:41,1,1,TNG,9.20,,2165637167,,9.20,,0.93,,
546,203,M04,,2,01/10/2025 20:21:42,1,,ENTRY,,,3388064373,,,,,,
370,203,K05,204,2,01/10/2025 20:22:06,1,1,ABTC,7.20,,3317021519,,7.20,,45.72,,
702,203,M06,,2,01/10/2025 20:22:22,,,,0.00, ,2624899951, ,0.00,,0.00,41,
703,203,M06,,2,01/10/2025 20:22:28,,,,0.00, ,2624899951, ,0.00,,0.00,41,
450,203,K04,204,2,01/10/2025 20:22:31,1,1,TNG,7.20,,1127975279,,7.20,,11.49,,
704,203,M06,,2,01/10/2025 20:22:49,,,,0.00, ,2730637231, ,0.00,,0.00,41,
334,203,K06,201,2,01/10/2025 20:23:16,1,1,RFID,9.20,3,E280110520007893C9BD0A55,JRE1704,9.20,,70.80,,
139,203,K01,204,6,01/10/2025 20:23:20,2,2,TNG,10.80,,2263412591,,10.80,,4.38,,
16,203,K02,204,6,01/10/2025 20:23:28,1,1,ABTC,7.20,,2240876783,,7.20,,72.80,,
547,203,M04,,2,01/10/2025 20:23:32,1,,ENTRY,,,1640994863,,,,,,
156,203,M07,,2,01/10/2025 20:23:38,1,,ENTRY,,3,E28011052000704EC6B20A55,JUH952,,,,,
596,203,M01,,2,01/10/2025 20:23:39,1,,ENTRY,,,2247953839,,,,,,
705,203,M06,,2,01/10/2025 20:23:42,,,,0.00, ,1414968586, ,0.00,,0.00,41,
548,203,M04,,2,01/10/2025 20:23:47,1,,ENTRY,,,1764932239,,,,,,
371,203,K05,204,2,01/10/2025 20:24:06,1,1,TNG,7.20,,2240901839,,7.20,,397.63,,
141,203,K01,204,6,01/10/2025 20:24:06,1,1,TNG,7.20,,3299741173,,7.20,,3.83,,
157,203,M07,,2,01/10/2025 20:24:56,1,,ENTRY,,3,E280110520007959E8C20ACC,JNS3143,,,,,
17,203,K02,204,6,01/10/2025 20:24:56,1,1,TNG,7.20,,1126418415,,7.20,,11.83,,
143,203,K01,204,6,01/10/2025 20:25:02,1,1,TNG,7.20,,1188069743,,7.20,,16.72,,
335,203,K06,202,2,01/10/2025 20:25:05,1,1,RFID,5.60,3,E2806F1220005D0241308AB5,UM655,5.60,,129.60,,
372,203,K05,201,2,01/10/2025 20:25:34,1,1,TNG,9.20,,1295285583,,9.20,,68.17,,
373,203,K05,204,2,01/10/2025 20:25:42,1,1,ABTC,7.20,,1175136847,,7.20,,85.46,,
549,203,M04,,2,01/10/2025 20:25:42,1,,ENTRY,,,1330219887,,,,,,
158,203,M07,,2,01/10/2025 20:25:45,1,,ENTRY,,3,E280110520007084CA3A0A55,JQB1910,,,,,
451,203,K04,204,2,01/10/2025 20:25:50,1,1,ABTC,7.20,,1799921903,,7.20,,48.49,,
550,203,M04,,2,01/10/2025 20:25:56,1,,ENTRY,,,1848291919,,,,,,
336,203,K06,201,2,01/10/2025 20:25:57,1,1,RFID,9.20,3,E2806F12200090023E984E58,JWR9736,9.20,,27.94,,
452,203,K04,204,2,01/10/2025 20:26:00,1,1,ABTC,7.20,,1879180559,,7.20,,40.70,,
374,203,K05,204,2,01/10/2025 20:26:11,1,1,TNG,7.20,,1303343631,,7.20,,70.70,,
551,203,M04,,2,01/10/2025 20:26:17,1,,ENTRY,,,1861213551,,,,,,
656,203,M02,,2,01/10/2025 20:26:20,1,,ENTRY,,,1287783151,,,,,,
375,203,K05,201,2,01/10/2025 20:26:26,1,1,ABTC,9.20,,2209624943,,9.20,,257.79,,
376,203,K05,202,2,01/10/2025 20:26:35,1,1,TNG,5.60,,2165765839,,5.60,,7.36,,
552,203,M04,,2,01/10/2025 20:26:43,1,,ENTRY,,,1777032463,,,,,,
18,203,K02,204,6,01/10/2025 20:26:47,1,1,ABTC,7.20,,2250299151,,7.20,,72.80,,
453,203,K04,204,2,01/10/2025 20:26:53,1,1,ABTC,7.20,,2164477455,,7.20,,72.80,,
553,203,M04,,2,01/10/2025 20:26:57,1,,ENTRY,,,2107710232,,,,,,
159,203,M07,,2,01/10/2025 20:26:57,1,,ENTRY,,3,E280110520007456E1670A55,JTW1053,,,,,
554,203,M04,,2,01/10/2025 20:27:08,1,,ENTRY,,,3305501733,,,,,,
657,203,M02,,2,01/10/2025 20:27:12,1,,ENTRY,,,1770158127,,,,,,
377,203,K05,204,2,01/10/2025 20:27:25,1,1,ABTC,7.20,,1811015823,,7.20,,114.23,,
706,203,M06,,2,01/10/2025 20:27:33,1,,ENTRY,,,1328558223,,,,,,
337,203,K06,204,2,01/10/2025 20:27:42,1,1,RFID,7.20,3,E280110520007A9B9D340A1C,JRW636,7.20,,103.67,,
707,203,M06,,2,01/10/2025 20:27:43,1,,ENTRY,,,1078245775,,,,,,
555,203,M04,,2,01/10/2025 20:28:07,1,,ENTRY,,,1158554959,,,,,,
338,203,K06,204,2,01/10/2025 20:28:08,1,1,RFID,7.20,3,E280110520007581CAEB0A55,JLU7388,7.20,,72.80,,
146,203,K01,,6,01/10/2025 20:28:12,,,,0.00, ,1148944847, ,0.00,,0.00,07,  to 
454,203,K04,204,2,01/10/2025 20:28:14,1,1,TNG,7.20,,1718955631,,7.20,,26.59,,
658,203,M02,,2,01/10/2025 20:28:15,1,,ENTRY,,,2165637167,,,,,,
597,203,M01,,2,01/10/2025 20:28:18,1,,ENTRY,,,1720254415,,,,,,
19,203,K02,,6,01/10/2025 20:28:18,,,,0.00, ,          , ,0.00,,0.00,19,Standby Start
598,203,M01,,2,01/10/2025 20:28:47,1,,ENTRY,,,4095175247,,,,,,
148,203,K01,,6,01/10/2025 20:29:03,,,,0.00, ,1148944847, ,0.00,,0.00,04,"Violation, AVC: 1"
599,203,M01,,2,01/10/2025 20:29:10,1,,ENTRY,,,1148898447,,,,,,
160,203,M07,,2,01/10/2025 20:29:12,1,,ENTRY,,3,E2806F122000F5023E84E4BB,SYS3447,,,,,
161,203,M07,,2,01/10/2025 20:29:17,1,,ENTRY,,3,E2806F1220001102424430A4,VMS7781,,,,,
556,203,M04,,2,01/10/2025 20:29:22,1,,ENTRY,,,2213514159,,,,,,
659,203,M02,,2,01/10/2025 20:29:38,1,,ENTRY,,,3385780783,,,,,,
600,203,M01,,2,01/10/2025 20:29:39,1,,ENTRY,,,1884404527,,,,,,
149,203,K01,204,6,01/10/2025 20:29:48,5,1,ABTC,4.50,,1793491855,,4.50,,71.04,,
150,203,K01,201,6,01/10/2025 20:30:00,1,1,TNG,9.20,,1035289711,,9.20,,84.11,,
339,203,K06,201,2,01/10/2025 20:30:39,1,1,RFID,9.20,3,E28011052000791E9D3D0A1C,JSU4356,9.20,,867.11,,
708,203,M06,,2,01/10/2025 20:30:48,1,,ENTRY,,,1662894479,,,,,,
557,203,M04,,2,01/10/2025 20:31:01,1,,ENTRY,,,4113207023,,,,,,
455,203,K04,204,2,01/10/2025 20:31:07,1,1,TNG,7.20,,1084549167,,7.20,,11.25,,
152,203,K01,201,6,01/10/2025 20:31:15,1,1,TNG,9.20,,4068818031,,9.20,,17.46,,
378,203,K05,204,2,01/10/2025 20:31:18,1,1,TNG,7.20,,2110243672,,7.20,,10.57,,
558,203,M04,,2,01/10/2025 20:31:29,1,,ENTRY,,,1319263407,,,,,,
153,203,K01,201,6,01/10/2025 20:31:29,1,1,TNG,9.20,,4005153295,,9.20,,471.20,,
709,203,M06,,2,01/10/2025 20:31:32,1,,ENTRY,,,3408183375,,,,,,
710,203,M06,,2,01/10/2025 20:32:01,1,,ENTRY,,,1100509743,,,,,,
379,203,K05,204,2,01/10/2025 20:32:05,1,1,ABTC,7.20,,1782691503,,7.20,,444.34,,
155,203,K01,204,6,01/10/2025 20:32:10,1,1,TNG,7.20,,2238488431,,7.20,,42.88,,
380,203,K05,204,2,01/10/2025 20:32:17,1,1,TNG,7.20,,1165859887,,7.20,,27.27,,
456,203,K04,201,2,01/10/2025 20:32:20,1,1,TNG,9.20,,1873095951,,9.20,,25.42,,
559,203,M04,,2,01/10/2025 20:32:26,1,,ENTRY,,,4235895119,,,,,,
156,203,K01,201,6,01/10/2025 20:32:26,4,1,TNG,4.60,,1680137743,,4.60,,16.49,,
381,203,K05,204,2,01/10/2025 20:32:30,1,1,TNG,7.20,,1855563983,,7.20,,36.33,,
457,203,K04,204,2,01/10/2025 20:32:30,1,1,TNG,7.20,,1629589103,,7.20,,21.76,,
382,203,K05,204,2,01/10/2025 20:32:37,1,1,ABTC,7.20,,1867564079,,7.20,,13.36,,
458,203,K04,201,2,01/10/2025 20:32:38,1,1,ABTC,9.20,,1667773871,,9.20,,14.07,,
157,203,K01,201,6,01/10/2025 20:32:40,1,1,TNG,9.20,,1271054351,,9.20,,44.31,,
383,203,K05,204,2,01/10/2025 20:32:48,1,1,TNG,7.20,,3094369903,,7.20,,124.88,,
158,203,K01,204,6,01/10/2025 20:32:48,1,1,TNG,7.20,,1033889775,,7.20,,136.29,,
560,203,M04,,2,01/10/2025 20:32:48,1,,ENTRY,,,1773792559,,,,,,
340,203,K06,201,2,01/10/2025 20:32:52,1,1,RFID,9.20,3,E280110520007B13A7C20AD1,QS9422T,9.20,,89.23,,
601,203,M01,,2,01/10/2025 20:32:58,1,,ENTRY,,,1886334447,,,,,,
19,203,K02,,6,01/10/2025 20:33:02,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
459,203,K04,202,2,01/10/2025 20:33:10,1,1,TNG,5.60,,1090888751,,5.60,,42.53,,
561,203,M04,,2,01/10/2025 20:33:16,1,,ENTRY,,,2165765839,,,,,,
19,203,K02,204,6,01/10/2025 20:33:22,3,3,TNG,14.40,,1779469199,,14.40,,334.40,,
711,203,M06,,2,01/10/2025 20:33:22,1,,ENTRY,,,1893780175,,,,,,
602,203,M01,,2,01/10/2025 20:33:30,1,,ENTRY,,,2240363663,,,,,,
159,203,K01,204,6,01/10/2025 20:34:01,1,1,TNG,7.20,,1318792207,,7.20,,20.80,,
160,203,K01,204,6,01/10/2025 20:34:12,1,1,TNG,7.20,,2251912271,,7.20,,3.16,,
384,203,K05,204,2,01/10/2025 20:34:25,1,1,ABTC,7.20,,1803219631,,7.20,,264.45,,
660,203,M02,,2,01/10/2025 20:34:38,1,,ENTRY,,,1121581679,,,,,,
385,203,K05,204,2,01/10/2025 20:34:45,1,1,ABTC,7.20,,1263037935,,7.20,,72.80,,
460,203,K04,204,2,01/10/2025 20:34:50,1,1,ABTC,7.20,,1058326895,,7.20,,338.06,,
20,203,K02,204,6,01/10/2025 20:34:52,1,1,TNG,7.20,,1872936847,,7.20,,3.43,,
341,203,K06,202,2,01/10/2025 20:35:05,1,1,RFID,5.60,3,E2801105200070CAB8DB0AD1,ANF9240,5.60,,74.40,,
562,203,M04,,2,01/10/2025 20:35:06,1,,ENTRY,,,3330742383,,,,,,
563,203,M04,,2,01/10/2025 20:35:12,1,,ENTRY,,,2217410319,,,,,,
342,203,K06,204,2,01/10/2025 20:35:14,1,1,RFID,7.20,3,E28011052000748AE21E0A55,JUR7055,7.20,,181.37,,
712,203,M06,,2,01/10/2025 20:35:18,1,,ENTRY,,,1754738639,,,,,,
343,203,K06,204,2,01/10/2025 20:35:25,1,1,RFID,7.20,3,E280110520007B49E15E0A55,JUJ6524,7.20,,109.53,,
162,203,M07,,2,01/10/2025 20:35:28,1,,ENTRY,,3,E2806F1220002702413797F2,JXX3033,,,,,
